query,model,quality_score,latency,cost
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含2个要点，控制在284字以内。,Model9,0.8635,1542.43,11.4349
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含2个要点，控制在284字以内。,Model10,0.8777,1784.34,15.2208
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额93元，日期2026-09-27。 要求包含3个要点，控制在81字以内。,Model1,0.9070,634.34,1.4527
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额93元，日期2026-09-27。 要求包含3个要点，控制在81字以内。,Model2,0.8570,686.04,1.7175
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额93元，日期2026-09-27。 要求包含3个要点，控制在81字以内。,Model3,0.9005,711.65,2.2584
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额93元，日期2026-09-27。 要求包含3个要点，控制在81字以内。,Model4,0.8350,810.99,2.8543
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额93元，日期2026-09-27。 要求包含3个要点，控制在81字以内。,Model5,0.8941,843.04,3.2592
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额93元，日期2026-09-27。 要求包含3个要点，控制在81字以内。,Model6,0.8929,1001.97,4.2731
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额93元，日期2026-09-27。 要求包含3个要点，控制在81字以内。,Model7,0.8878,1069.75,5.5382
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额93元，日期2026-09-27。 要求包含3个要点，控制在81字以内。,Model8,0.9145,1276.46,6.7250
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额93元，日期2026-09-27。 要求包含3个要点，控制在81字以内。,Model9,0.9298,1465.03,8.3337
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A4，金额93元，日期2026-09-27。 要求包含3个要点，控制在81字以内。,Model10,0.9389,1392.95,10.4563
为什么请求调度在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在98字以内。,Model1,0.8013,715.65,1.5285
为什么请求调度在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在98字以内。,Model2,0.8169,872.57,1.8669
为什么请求调度在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在98字以内。,Model3,0.8098,880.13,2.2047
为什么请求调度在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在98字以内。,Model4,0.8379,977.40,2.7573
为什么请求调度在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在98字以内。,Model5,0.8684,1002.92,3.3065
为什么请求调度在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在98字以内。,Model6,0.8593,1160.29,4.4782
为什么请求调度在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在98字以内。,Model7,0.8802,1180.79,5.5386
为什么请求调度在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在98字以内。,Model8,0.8964,1336.49,6.9195
为什么请求调度在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在98字以内。,Model9,0.9043,1420.15,8.3241
为什么请求调度在实际系统中重要？请用通俗语言回答。 要求包含4个要点，控制在98字以内。,Model10,0.9117,1570.03,10.9271
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在115字以内。,Model1,0.4409,901.54,1.8339
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在115字以内。,Model2,0.4709,950.15,2.1610
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在115字以内。,Model3,0.5253,1127.01,2.8998
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在115字以内。,Model4,0.7906,1223.15,3.3780
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在115字以内。,Model5,0.7293,1236.18,4.1568
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在115字以内。,Model6,0.7551,1388.20,5.1516
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在115字以内。,Model7,0.8297,1493.85,6.7337
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在115字以内。,Model8,0.7981,1451.71,8.5394
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在115字以内。,Model9,0.8176,1796.48,10.5468
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在115字以内。,Model10,0.8539,1972.11,12.4703
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含2个要点，控制在132字以内。,Model1,0.6087,738.85,1.6444
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含2个要点，控制在132字以内。,Model2,0.6365,766.21,1.9555
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含2个要点，控制在132字以内。,Model3,0.8744,953.48,2.5221
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含2个要点，控制在132字以内。,Model4,0.7959,892.54,2.9270
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含2个要点，控制在132字以内。,Model5,0.8163,963.15,3.5169
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含2个要点，控制在132字以内。,Model6,0.8976,1036.18,4.5110
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含2个要点，控制在132字以内。,Model7,0.8853,1296.79,5.7895
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含2个要点，控制在132字以内。,Model8,0.8600,1337.24,6.9095
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含2个要点，控制在132字以内。,Model9,0.9008,1427.89,8.9255
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=3 ORDER BY created_at DESC; 要求包含2个要点，控制在132字以内。,Model10,0.9188,1600.86,11.4614
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在149字以内。,Model1,0.8407,823.54,1.7050
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在149字以内。,Model2,0.7786,846.65,2.1379
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在149字以内。,Model3,0.7580,954.33,2.9392
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在149字以内。,Model4,0.7330,1063.47,3.3909
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在149字以内。,Model5,0.8513,1175.23,4.3133
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在149字以内。,Model6,0.7792,1274.83,5.3112
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在149字以内。,Model7,0.8145,1343.21,6.6674
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在149字以内。,Model8,0.8772,1467.52,8.0576
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在149字以内。,Model9,0.8882,1625.33,10.2994
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在149字以内。,Model10,0.9013,1787.37,12.8928
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在166字以内。",Model1,0.8405,593.11,1.6204
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在166字以内。",Model2,0.9230,686.72,1.8759
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在166字以内。",Model3,0.8379,816.13,2.5817
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在166字以内。",Model4,0.8237,822.34,3.0236
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在166字以内。",Model5,0.9128,797.72,3.5948
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在166字以内。",Model6,0.8655,951.88,4.5303
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在166字以内。",Model7,0.8878,972.19,6.0716
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在166字以内。",Model8,0.9294,1104.17,7.3099
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在166字以内。",Model9,0.9385,1187.64,9.4256
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含4个要点，控制在166字以内。",Model10,0.9433,1316.08,11.6309
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在183字以内。,Model1,0.8823,656.74,1.5009
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在183字以内。,Model2,0.8218,807.15,1.7966
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在183字以内。,Model3,0.8792,817.08,2.3612
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在183字以内。,Model4,0.7982,959.63,2.8542
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在183字以内。,Model5,0.8679,981.30,3.4872
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在183字以内。,Model6,0.8596,988.12,4.3215
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在183字以内。,Model7,0.8613,1251.40,5.4470
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在183字以内。,Model8,0.8955,1327.24,6.6223
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在183字以内。,Model9,0.9139,1365.94,8.5569
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在183字以内。,Model10,0.9216,1647.87,10.8130
为什么大模型路由在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在200字以内。,Model1,0.7582,789.09,1.6164
为什么大模型路由在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在200字以内。,Model2,0.7790,791.63,1.8877
为什么大模型路由在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在200字以内。,Model3,0.7674,951.74,2.5491
为什么大模型路由在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在200字以内。,Model4,0.7925,1139.58,3.1496
为什么大模型路由在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在200字以内。,Model5,0.8434,1192.60,3.6603
为什么大模型路由在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在200字以内。,Model6,0.8273,1274.62,4.8074
为什么大模型路由在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在200字以内。,Model7,0.8462,1382.22,6.0051
为什么大模型路由在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在200字以内。,Model8,0.8602,1376.82,7.3723
为什么大模型路由在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在200字以内。,Model9,0.8823,1658.12,9.4142
为什么大模型路由在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在200字以内。,Model10,0.8911,1853.04,11.5021
一个项目成功概率为0.2，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在217字以内。,Model1,0.6328,710.23,1.3659
一个项目成功概率为0.2，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在217字以内。,Model2,0.6789,693.33,1.6450
一个项目成功概率为0.2，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在217字以内。,Model3,0.7194,832.20,2.0841
一个项目成功概率为0.2，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在217字以内。,Model4,0.8940,907.95,2.6814
一个项目成功概率为0.2，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在217字以内。,Model5,0.8553,929.44,3.2418
一个项目成功概率为0.2，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在217字以内。,Model6,0.8796,1076.43,3.8440
一个项目成功概率为0.2，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在217字以内。,Model7,0.9211,1057.79,4.7278
一个项目成功概率为0.2，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在217字以内。,Model8,0.9022,1136.15,6.4936
一个项目成功概率为0.2，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在217字以内。,Model9,0.9177,1555.27,8.1235
一个项目成功概率为0.2，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在217字以内。,Model10,0.9329,1734.50,9.8968
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=5 ORDER BY created_at DESC; 要求包含4个要点，控制在234字以内。,Model1,0.5418,783.41,1.7699
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=5 ORDER BY created_at DESC; 要求包含4个要点，控制在234字以内。,Model2,0.5756,787.14,2.1148
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=5 ORDER BY created_at DESC; 要求包含4个要点，控制在234字以内。,Model3,0.8501,925.47,2.5737
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=5 ORDER BY created_at DESC; 要求包含4个要点，控制在234字以内。,Model4,0.7593,1091.07,3.1894
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=5 ORDER BY created_at DESC; 要求包含4个要点，控制在234字以内。,Model5,0.7794,1136.38,3.8783
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=5 ORDER BY created_at DESC; 要求包含4个要点，控制在234字以内。,Model6,0.8676,1280.43,4.6521
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=5 ORDER BY created_at DESC; 要求包含4个要点，控制在234字以内。,Model7,0.8598,1299.26,6.2127
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=5 ORDER BY created_at DESC; 要求包含4个要点，控制在234字以内。,Model8,0.8261,1498.00,7.3795
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=5 ORDER BY created_at DESC; 要求包含4个要点，控制在234字以内。,Model9,0.8801,1654.11,9.9085
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=5 ORDER BY created_at DESC; 要求包含4个要点，控制在234字以内。,Model10,0.9000,1771.06,12.0085
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含5个要点，控制在251字以内。,Model1,0.8092,861.33,1.8672
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含5个要点，控制在251字以内。,Model2,0.7477,847.95,2.3786
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含5个要点，控制在251字以内。,Model3,0.7106,1006.94,3.0990
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含5个要点，控制在251字以内。,Model4,0.6878,1085.56,3.7407
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含5个要点，控制在251字以内。,Model5,0.8128,1276.58,4.2649
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含5个要点，控制在251字以内。,Model6,0.7404,1309.46,5.5755
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含5个要点，控制在251字以内。,Model7,0.7812,1388.57,7.2315
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含5个要点，控制在251字以内。,Model8,0.8521,1438.93,8.7663
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含5个要点，控制在251字以内。,Model9,0.8650,1779.29,11.5361
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含5个要点，控制在251字以内。,Model10,0.8731,1915.30,14.1835
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在268字以内。",Model1,0.8049,653.60,1.6925
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在268字以内。",Model2,0.9044,748.56,2.0549
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在268字以内。",Model3,0.8100,818.83,2.7105
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在268字以内。",Model4,0.7821,886.68,3.2974
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在268字以内。",Model5,0.8939,917.99,3.8961
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在268字以内。",Model6,0.8287,1019.09,4.9545
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在268字以内。",Model7,0.8625,1018.39,6.3764
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在268字以内。",Model8,0.9156,1194.17,7.7726
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在268字以内。",Model9,0.9270,1368.97,9.8659
"Translate into Chinese: The router predicts quality, cost and latency for every candidate model. 要求包含2个要点，控制在268字以内。",Model10,0.9319,1469.55,12.3426
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在285字以内。,Model1,0.8559,805.28,1.6644
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在285字以内。,Model2,0.7805,838.32,2.0066
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在285字以内。,Model3,0.8456,837.18,2.6168
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在285字以内。,Model4,0.7447,958.79,3.3361
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在285字以内。,Model5,0.8372,1083.26,3.9480
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在285字以内。,Model6,0.8297,1248.98,4.9794
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在285字以内。,Model7,0.8314,1424.34,6.3865
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在285字以内。,Model8,0.8740,1405.29,7.7512
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在285字以内。,Model9,0.8889,1680.39,9.6194
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在285字以内。,Model10,0.9006,1873.75,12.3024
请解释缓存机制的核心原理，并给出两个应用场景。 要求包含4个要点，控制在82字以内。,Model1,0.8786,538.78,1.2676
请解释缓存机制的核心原理，并给出两个应用场景。 要求包含4个要点，控制在82字以内。,Model2,0.8948,637.17,1.4246
请解释缓存机制的核心原理，并给出两个应用场景。 要求包含4个要点，控制在82字以内。,Model3,0.8858,627.64,1.7598
请解释缓存机制的核心原理，并给出两个应用场景。 要求包含4个要点，控制在82字以内。,Model4,0.9068,772.25,2.2050
请解释缓存机制的核心原理，并给出两个应用场景。 要求包含4个要点，控制在82字以内。,Model5,0.9241,815.47,2.7067
请解释缓存机制的核心原理，并给出两个应用场景。 要求包含4个要点，控制在82字以内。,Model6,0.9216,950.11,3.3071
请解释缓存机制的核心原理，并给出两个应用场景。 要求包含4个要点，控制在82字以内。,Model7,0.9332,1000.65,4.5175
请解释缓存机制的核心原理，并给出两个应用场景。 要求包含4个要点，控制在82字以内。,Model8,0.9425,1055.56,5.3801
请解释缓存机制的核心原理，并给出两个应用场景。 要求包含4个要点，控制在82字以内。,Model9,0.9489,1176.02,6.7643
请解释缓存机制的核心原理，并给出两个应用场景。 要求包含4个要点，控制在82字以内。,Model10,0.9503,1437.33,8.1115
求解方程 3x + 38 = 35，写出计算过程。 要求包含5个要点，控制在99字以内。,Model1,0.5847,768.40,1.4405
求解方程 3x + 38 = 35，写出计算过程。 要求包含5个要点，控制在99字以内。,Model2,0.6317,805.49,1.6485
求解方程 3x + 38 = 35，写出计算过程。 要求包含5个要点，控制在99字以内。,Model3,0.6816,877.86,2.2327
求解方程 3x + 38 = 35，写出计算过程。 要求包含5个要点，控制在99字以内。,Model4,0.8757,986.13,2.7772
求解方程 3x + 38 = 35，写出计算过程。 要求包含5个要点，控制在99字以内。,Model5,0.8350,1075.29,3.2029
求解方程 3x + 38 = 35，写出计算过程。 要求包含5个要点，控制在99字以内。,Model6,0.8504,1066.32,4.3808
求解方程 3x + 38 = 35，写出计算过程。 要求包含5个要点，控制在99字以内。,Model7,0.9005,1274.63,5.3915
求解方程 3x + 38 = 35，写出计算过程。 要求包含5个要点，控制在99字以内。,Model8,0.8785,1458.68,6.3526
求解方程 3x + 38 = 35，写出计算过程。 要求包含5个要点，控制在99字以内。,Model9,0.8952,1481.58,8.9153
求解方程 3x + 38 = 35，写出计算过程。 要求包含5个要点，控制在99字以内。,Model10,0.9168,1657.39,9.9782
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=9 ORDER BY created_at DESC; 要求包含2个要点，控制在116字以内。,Model1,0.4811,801.17,1.7679
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=9 ORDER BY created_at DESC; 要求包含2个要点，控制在116字以内。,Model2,0.5218,910.57,2.2632
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=9 ORDER BY created_at DESC; 要求包含2个要点，控制在116字以内。,Model3,0.8115,987.95,2.7595
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=9 ORDER BY created_at DESC; 要求包含2个要点，控制在116字以内。,Model4,0.7169,1080.00,3.5903
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=9 ORDER BY created_at DESC; 要求包含2个要点，控制在116字以内。,Model5,0.7385,1198.42,4.2392
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=9 ORDER BY created_at DESC; 要求包含2个要点，控制在116字以内。,Model6,0.8475,1191.24,5.2598
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=9 ORDER BY created_at DESC; 要求包含2个要点，控制在116字以内。,Model7,0.8222,1371.92,6.5664
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=9 ORDER BY created_at DESC; 要求包含2个要点，控制在116字以内。,Model8,0.7931,1536.07,8.0663
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=9 ORDER BY created_at DESC; 要求包含2个要点，控制在116字以内。,Model9,0.8473,1706.50,10.4530
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=9 ORDER BY created_at DESC; 要求包含2个要点，控制在116字以内。,Model10,0.8715,1904.51,12.3540
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在133字以内。,Model1,0.9098,627.59,1.5503
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在133字以内。,Model2,0.8670,691.72,1.7933
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在133字以内。,Model3,0.8504,813.27,2.3044
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在133字以内。,Model4,0.8380,666.41,3.0028
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在133字以内。,Model5,0.9078,888.76,3.6400
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在133字以内。,Model6,0.8657,872.84,4.5851
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在133字以内。,Model7,0.8915,1110.47,5.6966
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在133字以内。,Model8,0.9304,1103.32,6.4189
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在133字以内。,Model9,0.9378,1335.02,9.3347
总结以下会议纪要，保留结论、负责人和下一步动作。 要求包含3个要点，控制在133字以内。,Model10,0.9457,1401.71,11.0182
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在150字以内。,Model1,0.7578,717.28,1.8962
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在150字以内。,Model2,0.8820,777.96,2.2218
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在150字以内。,Model3,0.7727,863.66,2.8042
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在150字以内。,Model4,0.7470,1004.67,3.5293
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在150字以内。,Model5,0.8644,939.48,4.2323
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在150字以内。,Model6,0.8000,1134.07,5.3366
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在150字以内。,Model7,0.8250,1198.48,7.1152
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在150字以内。,Model8,0.8958,1309.22,8.4231
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在150字以内。,Model9,0.9046,1281.10,10.2582
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在150字以内。,Model10,0.9117,1547.31,13.2205
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在167字以内。,Model1,0.8294,832.21,1.7434
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在167字以内。,Model2,0.7486,984.79,2.0815
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在167字以内。,Model3,0.8140,984.83,2.6887
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在167字以内。,Model4,0.7142,1037.28,3.1658
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在167字以内。,Model5,0.7970,1130.48,3.9968
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在167字以内。,Model6,0.7859,1352.77,4.9707
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在167字以内。,Model7,0.7868,1469.52,6.5407
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在167字以内。,Model8,0.8335,1611.41,7.8584
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在167字以内。,Model9,0.8624,1751.43,10.1009
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在167字以内。,Model10,0.8781,1790.78,11.9683
为什么缓存机制在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在184字以内。,Model1,0.8589,659.92,1.3229
